transaction_id,timestamp_sec,amount,mcc,mcc_risk_weight,is_decline,hour_of_day_sin,hour_of_day_cos,card_type,device_risk_score,velocity,geo_distance_km,card_age_days,failed_attempts_24h,user_agent_category,provisioning_channel,nfc_tap_latency_ms,bnpl_bureau_inquiries,raas_dispute_score,bopis_pickup_delay_min,is_fraud,attack_vector,fraud_subtype
TX_LEG_STD_012017,531926.2606953542,173.35,5912,0.12,0,0.8325,0.554,mastercard,0.1406,0.73,18.63,510.0,0,standard_browser,1,0.0,2,0.0969,0.0,0,legitimate,legitimate_standard
TX_FRD_BINEN_000094,531931.0716190939,3.11,7399,0.9,1,0.8327,0.5537,visa,0.34,1.23,1806.26,213.0,3,headless_chrome_bot,0,0.0,0,0.0453,0.0,1,distributed_bin_enumeration,distributed_bin_enumeration
TX_LEG_STD_012018,532021.5410221872,95.19,5999,0.85,0,0.8363,0.5482,visa,0.1846,1.15,34.8,877.0,0,standard_browser,0,78.7,0,0.0496,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012019,532041.77597448,106.99,5541,0.18,0,0.8372,0.547,visa,0.1161,1.06,29.86,549.0,0,standard_browser,0,64.0,0,0.0552,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012020,532049.9315544338,104.19,5812,0.15,0,0.8375,0.5465,visa,0.0236,0.8,51.03,164.0,0,standard_browser,0,0.0,1,0.0322,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012021,532069.1203044696,103.66,4121,0.35,0,0.8382,0.5453,visa,0.4907,1.18,18.54,274.0,0,standard_browser,0,0.0,0,0.0227,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012022,532073.1930049033,124.17,5999,0.85,0,0.8384,0.5451,visa,0.0371,2.63,47.51,283.0,0,standard_browser,1,40.8,1,0.0385,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012023,532135.547976059,123.6,5912,0.12,0,0.8409,0.5412,mastercard,0.0822,0.99,4.99,514.0,0,standard_browser,0,0.0,1,0.0567,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012024,532143.6586601418,142.41,5999,0.85,0,0.8412,0.5408,visa,0.3933,2.12,28.57,223.0,0,standard_browser,0,0.0,0,0.1282,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012025,532147.619906799,58.34,5541,0.18,0,0.8413,0.5405,mastercard,0.0514,0.89,48.54,524.0,0,standard_browser,1,0.0,0,0.0312,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008124,532147.6718604312,42.87,5968,0.8,0,0.8413,0.5405,visa,0.3481,2.04,4.79,305.0,0,standard_browser,1,0.0,2,0.1142,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012026,532154.5443961861,196.79,5999,0.85,0,0.8416,0.5401,amex,0.1314,1.41,21.23,1713.0,0,standard_browser,0,0.0,2,0.0035,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008125,532209.660173586,51.84,5969,0.82,0,0.8438,0.5367,visa,0.3927,1.4,10.17,258.0,0,standard_browser,0,28.4,1,0.0182,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008126,532232.5704419394,10.62,5968,0.8,0,0.8447,0.5353,mastercard,0.3045,0.86,38.39,241.0,1,standard_browser,0,73.3,0,0.131,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012027,532235.8995494472,113.09,5999,0.85,1,0.8448,0.5351,visa,0.1829,1.35,6.58,401.0,0,standard_browser,0,0.0,0,0.0769,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008127,532245.3243166204,76.71,5968,0.8,0,0.8452,0.5345,visa,0.0604,1.14,18.52,62.0,0,standard_browser,0,0.0,0,0.1871,327.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012028,532272.6463960636,147.1,5541,0.18,0,0.8462,0.5328,mastercard,0.2354,1.77,61.07,1357.0,0,standard_browser,0,0.0,1,0.0424,191.0,0,legitimate,legitimate_standard
TX_LEG_STD_012029,532279.798195765,110.2,5311,0.4,0,0.8465,0.5324,visa,0.0615,1.83,35.17,112.0,0,standard_browser,0,78.1,0,0.0479,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012030,532315.0208152754,62.32,5541,0.18,0,0.8479,0.5302,visa,0.0279,1.3,60.17,340.0,0,standard_browser,0,55.6,0,0.0554,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012031,532318.9774052745,568.5,5812,0.15,0,0.848,0.53,visa,0.0146,1.54,75.73,1570.0,0,standard_browser,0,78.8,0,0.0359,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012032,532397.3878411462,134.19,5999,0.85,0,0.851,0.5251,mastercard,0.0742,0.59,101.97,274.0,0,standard_browser,0,29.9,1,0.0734,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012033,532414.4836774131,43.02,5812,0.15,0,0.8517,0.5241,visa,0.1236,1.97,53.59,162.0,0,standard_browser,1,54.4,0,0.2187,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012034,532519.0565093518,115.68,5311,0.4,0,0.8556,0.5176,visa,0.3526,1.58,51.79,561.0,0,standard_browser,0,0.0,0,0.0589,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008128,532569.3173977947,84.87,7399,0.9,0,0.8575,0.5145,visa,0.3039,2.81,17.38,196.0,0,standard_browser,0,0.0,0,0.1432,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008129,532586.5989258061,56.68,5816,0.88,0,0.8582,0.5134,mastercard,0.1281,1.41,5.2,24.0,0,standard_browser,0,57.2,0,0.0778,193.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008130,532618.7127229811,59.92,7399,0.9,1,0.8594,0.5114,visa,0.2833,2.58,10.67,266.0,0,standard_browser,0,0.0,0,0.1698,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008131,532619.7686115303,15.34,7399,0.9,0,0.8594,0.5113,mastercard,0.3872,1.72,20.17,470.0,0,standard_browser,0,37.6,2,0.0088,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012035,532622.0550630136,96.85,5311,0.4,0,0.8595,0.5112,visa,0.01,0.82,65.89,1147.0,0,standard_browser,0,0.0,2,0.0176,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012036,532636.1811863637,116.95,5311,0.4,0,0.86,0.5103,mastercard,0.1613,1.47,10.14,175.0,0,standard_browser,0,0.0,0,0.0402,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012037,532657.6581036,46.37,5812,0.15,0,0.8608,0.5089,mastercard,0.0832,0.83,18.78,204.0,0,standard_browser,0,0.0,0,0.1383,179.0,0,legitimate,legitimate_standard
TX_LEG_STD_012038,532686.769406048,119.45,5812,0.15,0,0.8619,0.5071,visa,0.1429,1.1,79.91,269.0,1,standard_browser,0,20.0,0,0.0779,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008132,532695.6972572837,9.28,5816,0.88,0,0.8622,0.5066,mastercard,0.1247,0.85,12.87,84.0,0,standard_browser,2,0.0,0,0.0686,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012039,532701.2591710067,70.0,5311,0.4,0,0.8624,0.5062,mastercard,0.119,1.2,0.1,312.0,0,standard_browser,0,0.0,0,0.024,0.0,0,legitimate,legitimate_standard
TX_FRD_BURST_000210,532750.1950532612,1203.66,7523,0.3,1,0.8642,0.5031,mastercard,0.7233,7.43,0.1,72.0,3,headless_chrome_bot,1,0.0,0,0.0499,0.0,1,card_testing_burst,card_testing_burst
TX_FRD_DRIP_000194,532795.5028247985,151.95,5812,0.15,0,0.8659,0.5003,visa,0.0452,0.94,3.91,565.0,0,residential_proxy_bot,1,0.0,0,0.2178,0.0,1,slow_drip,slow_drip_stealth
TX_LEG_HN_008133,532802.9743250846,31.37,7399,0.9,0,0.8661,0.4998,visa,0.1073,2.51,15.35,275.0,0,standard_browser,1,0.0,0,0.0004,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008134,532805.9455973948,47.47,7399,0.9,0,0.8662,0.4996,amex,0.2656,1.27,26.01,167.0,0,standard_browser,2,42.8,3,0.3489,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012040,532813.6072420909,295.27,5541,0.18,0,0.8665,0.4991,visa,0.1293,1.7,61.38,205.0,0,standard_browser,0,0.0,0,0.0176,81.0,0,legitimate,legitimate_standard
TX_FRD_BOT_000176,532851.9653581865,153.15,5812,0.15,1,0.8679,0.4967,mastercard,0.0898,10.1,41.58,152.0,0,residential_proxy_bot,0,0.0,0,0.011,0.0,1,high_velocity_bot,high_velocity_bot
TX_LEG_STD_012041,532881.8764822861,107.38,5541,0.18,0,0.869,0.4948,mastercard,0.3405,1.36,47.66,124.0,0,standard_browser,0,0.0,0,0.0613,308.0,0,legitimate,legitimate_standard
TX_LEG_STD_012042,532900.8131985561,197.65,5912,0.12,0,0.8697,0.4936,visa,0.2148,0.37,32.48,166.0,0,standard_browser,0,0.0,1,0.0029,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008135,532922.494796548,38.33,5816,0.88,1,0.8704,0.4923,visa,0.3294,0.83,20.78,453.0,2,standard_browser,0,0.0,0,0.0673,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008136,532970.2850814704,34.69,5968,0.8,0,0.8722,0.4892,visa,0.4357,2.91,20.31,315.0,0,standard_browser,1,54.5,3,0.0112,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_CNP_000183,532988.2123653847,93.36,5816,0.88,0,0.8728,0.4881,mastercard,0.4534,1.58,31.63,22.0,0,automated_script,0,0.0,0,0.0431,0.0,1,adversarial_amount_structuring,cnp_fraud
TX_FRD_BURST_000211,532999.9430351477,3.79,7399,0.9,1,0.8732,0.4874,mastercard,0.3514,6.49,68.38,17.0,1,headless_chrome_bot,0,0.0,0,0.0566,0.0,1,card_testing_burst,card_testing_burst
TX_LEG_HN_008137,533012.7598906696,18.56,5969,0.82,0,0.8737,0.4865,visa,0.2354,1.97,14.35,203.0,0,standard_browser,0,78.4,1,0.102,425.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012043,533053.6785894156,201.28,4121,0.35,0,0.8751,0.4839,visa,0.1551,1.83,67.76,841.0,1,standard_browser,0,39.9,1,0.006,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012044,533087.1296759022,154.18,4121,0.35,0,0.8763,0.4818,mastercard,0.1286,0.71,1.24,1440.0,0,standard_browser,0,0.0,0,0.0208,0.0,1,legitimate,label_noise_undetected
TX_LEG_STD_012045,533101.1724542564,118.16,4121,0.35,0,0.8768,0.4809,visa,0.064,0.87,0.1,247.0,0,standard_browser,0,53.2,2,0.1647,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008138,533111.0741550187,29.01,7399,0.9,0,0.8771,0.4803,visa,0.1505,2.48,12.58,283.0,0,standard_browser,0,0.0,0,0.0555,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008139,533133.250308503,100.75,5968,0.8,0,0.8779,0.4789,visa,0.4609,0.59,23.52,459.0,0,standard_browser,0,0.0,0,0.2122,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012046,533135.5629511521,231.34,4121,0.35,0,0.878,0.4787,mastercard,0.0754,1.7,18.26,204.0,0,standard_browser,0,0.0,0,0.0559,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012047,533149.2843341029,87.27,5999,0.85,0,0.8784,0.4778,visa,0.0904,1.6,11.56,856.0,0,standard_browser,0,38.0,0,0.1084,442.0,0,legitimate,legitimate_standard
TX_LEG_HN_008140,533152.6873422796,73.13,7399,0.9,0,0.8786,0.4776,visa,0.1059,1.13,0.1,1502.0,2,standard_browser,0,0.0,0,0.034,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012048,533165.5042907197,191.07,5311,0.4,0,0.879,0.4768,mastercard,0.1376,1.5,23.65,234.0,0,standard_browser,0,29.2,0,0.1853,0.0,0,legitimate,legitimate_standard
TX_FRD_BUSTOUT_000093,533185.2473981353,761.35,5816,0.88,0,0.8797,0.4756,mastercard,0.3507,4.81,3975.27,1.0,0,automated_script,1,0.0,2,0.4165,0.0,1,adversarial_timestamp_jitter,synthetic_merchant_bustout
TX_LEG_HN_008141,533226.6995210854,25.55,5816,0.88,0,0.8811,0.4729,mastercard,0.1582,1.43,10.16,322.0,0,standard_browser,1,0.0,0,0.098,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012049,533251.4743444936,98.97,5999,0.85,0,0.882,0.4713,visa,0.01,1.21,47.33,429.0,0,standard_browser,0,0.0,0,0.1065,0.0,0,legitimate,legitimate_standard
TX_FRD_CNP_000184,533272.4862928073,510.62,5999,0.85,1,0.8827,0.47,visa,0.6139,1.55,105.17,92.0,3,automated_script,1,0.0,0,0.1451,0.0,1,cnp_fraud,cnp_fraud
TX_LEG_STD_012050,533280.2514106296,122.56,4121,0.35,0,0.883,0.4695,visa,0.0737,1.97,66.16,1742.0,0,standard_browser,0,0.0,0,0.0983,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012051,533292.8326169797,59.5,5311,0.4,0,0.8834,0.4686,amex,0.1102,1.31,40.07,593.0,0,standard_browser,0,0.0,2,0.0016,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012052,533322.049097435,55.11,4121,0.35,0,0.8844,0.4668,visa,0.01,1.71,22.52,550.0,1,standard_browser,1,61.7,0,0.0609,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008142,533333.6945439259,28.29,5816,0.88,0,0.8848,0.466,visa,0.2454,1.47,37.52,65.0,0,standard_browser,0,37.8,0,0.3613,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008143,533360.2238882696,32.96,5816,0.88,0,0.8857,0.4643,mastercard,0.2892,1.69,8.89,106.0,0,standard_browser,1,0.0,0,0.0188,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012053,533368.4778791438,131.78,5311,0.4,0,0.886,0.4638,visa,0.1216,1.9,20.14,65.0,0,standard_browser,1,0.0,0,0.1181,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012054,533404.9653946451,232.08,5311,0.4,0,0.8872,0.4614,visa,0.207,1.02,2.27,171.0,0,standard_browser,0,24.1,0,0.3138,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008144,533410.8393271482,53.32,7399,0.9,0,0.8874,0.461,mastercard,0.3088,3.11,17.96,259.0,0,standard_browser,0,81.4,0,0.0902,455.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012055,533481.4755618868,107.11,5541,0.18,0,0.8897,0.4565,mastercard,0.1833,1.22,39.1,265.0,0,standard_browser,0,74.1,1,0.0054,0.0,0,legitimate,legitimate_standard
TX_FRD_BNPL_000119,533507.5522278267,384.36,5812,0.15,0,0.8906,0.4548,visa,0.1459,1.3,30.72,6.0,3,standard_browser,0,0.0,8,0.2283,0.0,1,bnpl_synthetic_stacking,bnpl_synthetic_stacking
TX_LEG_STD_012056,533525.3806888682,323.59,5541,0.18,0,0.8912,0.4536,visa,0.0779,1.02,71.57,47.0,2,standard_browser,0,0.0,0,0.0389,71.0,0,legitimate,legitimate_standard
TX_LEG_HN_008145,533551.1240948141,61.37,5969,0.82,0,0.892,0.452,visa,0.3338,1.87,15.96,335.0,0,standard_browser,0,0.0,0,0.1496,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008146,533582.233271277,31.54,5816,0.88,0,0.8931,0.45,visa,0.2179,1.0,0.1,58.0,0,standard_browser,0,0.0,2,0.0404,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012057,533583.723094618,151.72,4121,0.35,0,0.8931,0.4499,visa,0.2647,1.13,21.19,717.0,0,standard_browser,0,0.0,0,0.0142,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012058,533660.7893950782,112.41,5541,0.18,0,0.8956,0.4448,visa,0.4052,1.06,26.71,493.0,0,standard_browser,0,0.0,1,0.0894,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008147,533665.6511047074,133.98,5969,0.82,0,0.8958,0.4445,mastercard,0.0865,1.95,33.69,262.0,0,standard_browser,1,0.0,0,0.19,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_DRIP_000195,533670.4704767414,82.09,5541,0.18,0,0.8959,0.4442,visa,0.062,1.31,3.54,345.0,0,residential_proxy_bot,1,0.0,0,0.0295,0.0,1,slow_drip,slow_drip_stealth
TX_LEG_HN_008148,533692.7806330392,6.45,7399,0.9,0,0.8966,0.4428,visa,0.3176,1.05,41.78,150.0,0,standard_browser,2,0.0,0,0.2363,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012059,533694.1613749053,305.97,5812,0.15,0,0.8967,0.4427,visa,0.1269,1.15,25.09,437.0,0,standard_browser,1,68.4,0,0.0187,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012060,533772.6273860735,242.64,5912,0.12,0,0.8992,0.4375,visa,0.2841,1.5,40.11,149.0,0,standard_browser,0,0.0,0,0.0265,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008149,533777.7731929283,31.15,5968,0.8,0,0.8994,0.4372,mastercard,0.1115,1.33,5.11,549.0,0,standard_browser,0,0.0,0,0.1049,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012061,533797.8154376922,49.07,5912,0.12,0,0.9,0.4359,mastercard,0.3367,2.24,10.9,321.0,0,standard_browser,0,32.8,1,0.1721,0.0,0,legitimate,legitimate_standard
TX_FRD_ATO_000215,533798.449958314,75.61,5311,0.4,0,0.9,0.4359,visa,0.0941,1.78,848.54,372.0,0,spoofed_mobile_browser,1,0.0,0,0.1247,0.0,1,account_takeover,account_takeover
TX_LEG_STD_012062,533812.4813568507,127.82,5912,0.12,0,0.9005,0.4349,visa,0.5198,1.35,14.64,584.0,0,standard_browser,0,0.0,0,0.0154,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008150,533856.3791226479,16.13,5816,0.88,0,0.9018,0.4321,visa,0.5812,2.63,23.09,1307.0,0,standard_browser,0,0.0,0,0.0543,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008151,533912.007509319,27.19,5816,0.88,0,0.9036,0.4284,visa,0.0949,1.7,15.95,135.0,1,standard_browser,0,0.0,0,0.065,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008152,533925.033961735,21.24,5816,0.88,0,0.904,0.4276,mastercard,0.4537,2.61,16.86,303.0,0,standard_browser,0,31.2,0,0.0868,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012063,533962.853731116,150.27,5541,0.18,0,0.9052,0.4251,visa,0.1022,0.6,26.51,245.0,0,standard_browser,1,0.0,0,0.0071,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008153,533998.7305292054,22.81,5816,0.88,0,0.9063,0.4227,mastercard,0.5888,1.89,46.79,641.0,1,standard_browser,0,0.0,0,0.0785,56.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012064,534077.1344742193,188.99,4121,0.35,0,0.9087,0.4175,mastercard,0.113,0.55,37.73,155.0,0,standard_browser,0,0.0,0,0.0456,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008154,534101.7514364757,57.74,5816,0.88,0,0.9094,0.4159,visa,0.7683,2.72,9.94,3629.0,0,standard_browser,1,0.0,1,0.0201,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_BNPL_000120,534111.0041774793,203.0,5812,0.15,0,0.9097,0.4153,visa,0.2912,2.13,46.61,32.0,1,standard_browser,1,0.0,11,0.0322,0.0,1,adversarial_amount_structuring,bnpl_synthetic_stacking
TX_LEG_STD_012065,534127.8959546575,180.62,5311,0.4,0,0.9102,0.4142,visa,0.0512,1.18,42.5,621.0,0,standard_browser,0,67.1,0,0.0938,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012066,534130.3150239328,103.12,5999,0.85,0,0.9103,0.414,mastercard,0.1316,1.33,25.56,97.0,1,standard_browser,0,0.0,1,0.0158,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012067,534148.0977551081,106.09,5812,0.15,0,0.9108,0.4128,mastercard,0.1127,0.96,34.96,731.0,0,standard_browser,0,0.0,0,0.0296,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008155,534150.2798824497,50.7,7399,0.9,0,0.9109,0.4127,visa,0.2993,0.71,0.1,237.0,0,standard_browser,0,0.0,1,0.0462,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008156,534159.3411304526,50.83,5816,0.88,0,0.9111,0.4121,amex,0.3852,2.14,25.98,57.0,0,standard_browser,1,68.5,1,0.0776,274.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_BUSTOUT_000094,534174.4142619284,1462.07,5969,0.82,0,0.9116,0.4111,visa,0.0906,8.47,3033.02,16.0,0,automated_script,0,0.0,0,0.5731,0.0,1,synthetic_merchant_bustout,synthetic_merchant_bustout
TX_LEG_HN_008157,534225.2075804081,14.45,7399,0.9,0,0.9131,0.4077,visa,0.3796,1.52,8.49,192.0,0,standard_browser,0,0.0,0,0.1478,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_BURST_000212,534231.9363649553,11.85,5812,0.15,1,0.9133,0.4073,visa,0.6104,8.43,125.99,30.0,4,headless_chrome_bot,0,0.0,0,0.0823,0.0,1,card_testing_burst,card_testing_burst
TX_LEG_STD_012068,534239.7230736328,104.89,5812,0.15,0,0.9135,0.4068,visa,0.2276,0.79,20.42,485.0,0,standard_browser,0,0.0,0,0.012,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012069,534274.661454303,74.22,4121,0.35,0,0.9146,0.4044,visa,0.2002,1.67,8.88,139.0,0,standard_browser,0,29.0,0,0.0209,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012070,534278.3082997334,55.07,5541,0.18,0,0.9147,0.4042,mastercard,0.05,1.44,20.05,138.0,0,standard_browser,0,50.6,0,0.0667,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012071,534347.561166921,163.08,5912,0.12,0,0.9167,0.3996,mastercard,0.0883,1.91,65.18,254.0,0,standard_browser,0,0.0,0,0.0441,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008158,534351.923031474,19.75,5968,0.8,1,0.9168,0.3993,mastercard,0.4752,1.16,15.37,952.0,0,standard_browser,0,26.8,0,0.0623,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008159,534392.7697995307,25.35,5969,0.82,0,0.918,0.3966,visa,0.1692,1.42,25.07,336.0,0,standard_browser,0,0.0,0,0.0602,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008160,534397.8640149155,16.99,5816,0.88,0,0.9182,0.3962,mastercard,0.19,1.68,7.7,332.0,0,standard_browser,0,0.0,0,0.0813,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008161,534416.5840080059,92.56,7399,0.9,0,0.9187,0.395,mastercard,0.1619,1.87,23.99,170.0,0,standard_browser,0,0.0,2,0.0845,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012072,534452.8211755153,163.73,4121,0.35,0,0.9197,0.3925,visa,0.0354,1.37,46.76,823.0,1,standard_browser,0,0.0,0,0.0479,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008162,534492.3294668586,18.8,5969,0.82,0,0.9209,0.3899,amex,0.2631,1.96,42.0,105.0,1,standard_browser,0,0.0,1,0.035,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008163,534513.0806363942,23.13,5816,0.88,0,0.9214,0.3885,amex,0.3814,2.55,0.1,198.0,0,standard_browser,0,0.0,0,0.0803,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_BURST_000213,534572.5649847018,254.87,5812,0.15,0,0.9231,0.3845,mastercard,0.3209,3.39,50.62,12.0,0,headless_chrome_bot,0,0.0,0,0.0861,0.0,1,adversarial_surrogate_probing,card_testing_burst
TX_LEG_STD_012073,534613.8082981138,358.74,5812,0.15,0,0.9243,0.3818,visa,0.0248,1.28,15.26,267.0,1,standard_browser,1,0.0,0,0.0576,476.0,0,legitimate,legitimate_standard
TX_LEG_HN_008164,534617.3696756164,41.16,7399,0.9,0,0.9244,0.3815,mastercard,0.01,2.1,2.54,15.0,0,standard_browser,2,0.0,1,0.1374,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012074,534622.5491608336,86.14,4121,0.35,0,0.9245,0.3812,amex,0.3164,1.01,71.36,391.0,0,standard_browser,0,0.0,0,0.0071,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008165,534632.2510291466,7.61,7399,0.9,0,0.9248,0.3805,mastercard,0.2213,3.02,11.21,291.0,0,standard_browser,1,44.7,0,0.1121,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_WALLET_000135,534641.7801045646,184.87,5411,0.1,0,0.925,0.3799,visa,0.2153,1.11,51.43,284.0,1,spoofed_mobile_browser,3,0.0,0,0.0823,0.0,1,wallet_push_provisioning_hijack,wallet_push_provisioning_hijack
TX_LEG_HN_008166,534667.1121741037,102.68,5968,0.8,0,0.9257,0.3782,mastercard,0.4038,3.27,26.99,333.0,1,standard_browser,2,0.0,0,0.0546,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008167,534702.2187626855,47.62,7399,0.9,0,0.9267,0.3758,mastercard,0.3465,1.27,20.97,21.0,0,standard_browser,0,0.0,0,0.0013,385.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008168,534763.8534198585,69.03,5816,0.88,0,0.9284,0.3716,amex,0.1873,1.48,19.31,315.0,0,standard_browser,0,0.0,2,0.1572,304.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008169,534767.3748129033,82.68,5968,0.8,0,0.9285,0.3714,visa,0.2823,2.6,47.03,132.0,0,standard_browser,0,0.0,0,0.1126,117.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_008170,534771.343253701,42.95,5816,0.88,0,0.9286,0.3711,mastercard,0.4499,2.65,0.24,276.0,0,standard_browser,0,0.0,0,0.0444,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012075,534865.016553993,141.31,5311,0.4,0,0.9311,0.3648,mastercard,0.0936,1.44,14.18,411.0,1,standard_browser,0,35.2,0,0.0761,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008171,534868.0762448612,13.97,5816,0.88,0,0.9312,0.3646,mastercard,0.101,1.49,0.1,329.0,0,standard_browser,0,0.0,0,0.1463,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_012076,534881.148139282,100.19,5311,0.4,0,0.9315,0.3637,mastercard,0.1073,1.28,31.53,1058.0,0,standard_browser,0,0.0,0,0.008,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_012077,534923.3670862848,111.98,5812,0.15,0,0.9326,0.3609,visa,0.2196,1.35,22.01,615.0,0,standard_browser,0,0.0,0,0.0478,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_008172,534965.9420598348,26.94,7399,0.9,0,0.9337,0.358,mastercard,0.0496,2.1,40.54,143.0,1,standard_browser,1,0.0,0,0.1263,126.0,0,legitimate_hard_negative,legitimate_hard_negative
